datetime,Latitude,Longitude,NO2,Temperature,Humidity,Wind_Speed,Pressure
2019-01-31,23.810299999999998,90.4125,39.581006886115425,20.70662643862213,65.01651380708185,13.255368986543159,1012.8547749786463
2019-02-28,23.8103,90.4125,38.79939342690265,22.871367100793513,65.16652441384234,13.274636975660975,1013.4874598022715
2019-03-31,23.810299999999998,90.4125,38.94237585677699,25.51448278440413,65.28697148373654,12.81306665133984,1012.589250726923
2019-04-30,23.8103,90.4125,39.307538929036625,28.602038078779263,65.03041151590688,12.755200095465577,1012.5276764933079
2019-05-31,23.810299999999998,90.4125,39.32257668668133,30.74962490881836,65.26606138273578,13.079097957502288,1013.2311049218858
2019-06-30,23.8103,90.4125,39.22096367569133,31.933682312768795,80.28547181530924,13.246129623570782,1012.9648208699788
2019-07-31,23.810299999999998,90.4125,38.92694610588123,31.29119122261517,79.98604369839691,13.058090953682541,1012.7633739478558
2019-08-31,23.810299999999998,90.4125,39.44743950249934,29.204697356707143,79.6978822923034,12.76460113762635,1012.442090678845
2019-09-30,23.8103,90.4125,38.77917725914448,26.45390632851887,80.00413615474879,12.93867857058838,1012.9136236966843
2019-10-31,23.810299999999998,90.4125,39.57198962959331,23.248996591078495,64.66723299635,12.8243775363947,1013.5566021642676
2019-11-30,23.8103,90.4125,39.9284467544067,21.059230157619766,64.59046631311661,12.995353906403377,1012.8408646486967
2019-12-31,23.810299999999998,90.4125,39.25717388040902,20.159745454838344,64.93639536487936,13.197941429350886,1013.0716634107259
2020-01-31,23.810299999999998,90.4125,39.653199149074425,20.728341281517867,64.37865430811644,13.01034734494329,1013.4044003911492
2020-02-29,23.810300000000005,90.4125,39.72553654787855,22.781998175249214,64.6381522341904,12.816924960582593,1013.6697265916247
2020-03-31,23.810299999999998,90.4125,39.852192684636044,25.659752391590988,64.90343804754625,12.89368387203628,1013.0121479465475
2020-04-30,23.8103,90.4125,40.153730637581184,28.5557144489186,65.06184760545642,12.940757259629258,1013.1747432766845
2020-05-31,23.810299999999998,90.4125,40.208427994472125,30.884911844932155,65.20642575312789,13.096189448728552,1012.9440119729873
2020-06-30,23.8103,90.4125,39.84399204509117,31.946968526523484,79.61052833164011,13.05843895571325,1012.9138944191004
2020-07-31,23.810299999999998,90.4125,39.70050002375186,31.316014379780412,80.41553808447289,13.087063967393249,1013.1536645333924
2020-08-31,23.810299999999998,90.4125,39.88706608921301,29.168837978574086,79.68515886497502,13.109133232427919,1013.5855094921462
2020-09-30,23.8103,90.4125,39.364308377141384,26.259973791420048,79.9764874009136,12.761517490317713,1013.0740319660085
2020-10-31,23.810299999999998,90.4125,40.021396275979015,23.24961088219579,65.04887015702597,12.866482060161173,1013.1617897857576
2020-11-30,23.8103,90.4125,40.149599264065,21.014024415750097,65.068485787981,12.990926429981288,1013.0171821909764
2020-12-31,23.810299999999998,90.4125,39.73502157715795,20.12238797566762,65.11971369249555,13.32185741179526,1012.9335666644155
2021-01-31,23.810299999999998,90.4125,40.31140455613537,20.70570044161706,64.80565950338833,13.124922398738285,1012.4574004769458
2021-02-28,23.8103,90.4125,40.745764166113226,22.598999022138294,64.68626574481365,12.854553805189141,1012.5597513925152
2021-03-31,23.810299999999998,90.4125,40.5830709545097,25.61056017360596,64.58566841300932,12.791929278220662,1013.5429465419796
2021-04-30,23.8103,90.4125,40.825260126062346,28.503066324255737,64.9363775925274,13.256162184557281,1013.1957949436677
2021-05-31,23.810299999999998,90.4125,40.51466901895555,30.80258628272951,65.37932200130022,12.998116949675198,1012.6940048546923
2021-06-30,23.8103,90.4125,40.89550796058801,31.953933503671482,79.96337668983735,12.99920803159464,1012.9465374524011
2021-07-31,23.810299999999998,90.4125,40.818951702441005,31.29394392478689,80.11358020665969,12.925466390056648,1012.9656932658014
2021-08-31,23.810299999999998,90.4125,41.10123841223662,29.34725272717908,79.83274614616691,12.983846578543854,1013.4677904470396
2021-09-30,23.8103,90.4125,41.02607614257246,26.4525248758156,79.97813821710572,12.853396087984176,1012.9109841755113
2021-10-31,23.810299999999998,90.4125,40.54694773886898,23.562845350364448,65.06077894750973,13.080965668317711,1012.832497569882
2021-11-30,23.8103,90.4125,40.20056961386914,21.061932856479523,65.4716337336228,13.147227688630922,1012.9390952377271
2021-12-31,23.810299999999998,90.4125,41.46300212837306,20.018940953540742,65.3007469592969,13.045325869150258,1012.8965337496641
2022-01-31,23.810299999999998,90.4125,41.761397563931986,20.645313527744257,65.14533520959803,13.045698373719137,1012.7617988057984
2022-02-28,23.8103,90.4125,41.51409664989128,22.758188121589026,65.33644698584465,12.843627671704306,1012.832152218758
2022-03-31,23.810299999999998,90.4125,41.2637777715468,25.480740676579792,64.63567969105995,13.054173522176377,1012.910248956462
2022-04-30,23.8103,90.4125,41.516675200676,28.50769570126869,65.33190863796766,12.832710689612195,1012.3435942511666
2022-05-31,23.810299999999998,90.4125,41.4923873561706,30.791531455723884,65.13812404243494,13.13423946402228,1013.0473377312551
2022-06-30,23.8103,90.4125,41.78371101612094,31.87010269134426,79.70816111693703,12.887521662237269,1013.1230519768866
2022-07-31,23.810299999999998,90.4125,41.66365738360816,31.413773332926404,80.23498976790306,12.508045268234937,1013.2880853889905
2022-08-31,23.810299999999998,90.4125,41.835174434108175,29.324269817635063,79.6827951097071,12.728554625941332,1013.2602699445536
2022-09-30,23.8103,90.4125,41.87041844474023,26.50106462168793,80.00871897560933,12.541550834476592,1012.6811862925745
2022-10-31,23.810299999999998,90.4125,41.11206810987337,23.388427263553083,65.17838059859726,13.226977055410932,1012.709516075145
2022-11-30,23.8103,90.4125,41.45723062110236,21.109509859280088,64.87473472814132,13.006014859178327,1013.1454318535785
2022-12-31,23.810299999999998,90.4125,41.87060244888378,20.19295567504782,64.91258608004371,12.899100612515646,1013.318553422517
2023-01-31,23.810299999999998,90.4125,42.12090702108163,20.725014527078937,64.69071678342401,13.381427051511363,1013.7353241860455
2023-02-28,23.8103,90.4125,41.73819467476028,22.617592637446915,64.40331775643004,12.70176882510135,1012.8693134135212
2023-03-31,23.810299999999998,90.4125,42.46171210216044,25.43185089740086,64.98832372895106,13.209985777769129,1013.3017812211482
2023-04-30,23.8103,90.4125,42.510791016284976,28.564994135833928,65.10044270522764,13.329975145484225,1012.5423610573997
2023-05-31,23.810299999999998,90.4125,42.373181103312625,30.78278488007778,65.02450755744175,13.035661627128636,1013.2355901218251
2023-06-30,23.8103,90.4125,42.36379151810039,32.02889883597524,79.86644793567272,13.1192783054133,1013.4925424016097
2023-07-31,23.810299999999998,90.4125,42.15789669873499,31.269264033223212,80.16358235279608,12.849539976316121,1012.6314191500536
2023-08-31,23.810299999999998,90.4125,42.0398241142351,29.27894968566287,80.01472072438636,13.184585229925945,1013.1763032319295
